id,user_id,type,title,message,link,is_read,created_at,reference_id,reference_type,read
315,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=135,false,2026-01-05 01:33:04.159031+00,135,supervisor_inspections,false
317,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=136,false,2026-01-05 01:33:04.159031+00,136,supervisor_inspections,false
318,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=136,false,2026-01-05 01:33:04.159031+00,136,supervisor_inspections,false
319,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=136,false,2026-01-05 01:33:04.159031+00,136,supervisor_inspections,false
320,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=136,false,2026-01-05 01:33:04.159031+00,136,supervisor_inspections,false
321,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=136,false,2026-01-05 01:33:04.159031+00,136,supervisor_inspections,false
323,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=137,false,2026-01-05 01:33:04.159031+00,137,supervisor_inspections,false
324,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=137,false,2026-01-05 01:33:04.159031+00,137,supervisor_inspections,false
325,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=137,false,2026-01-05 01:33:04.159031+00,137,supervisor_inspections,false
326,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=137,false,2026-01-05 01:33:04.159031+00,137,supervisor_inspections,false
327,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=137,false,2026-01-05 01:33:04.159031+00,137,supervisor_inspections,false
329,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=138,false,2026-01-05 01:33:04.159031+00,138,supervisor_inspections,false
330,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=138,false,2026-01-05 01:33:04.159031+00,138,supervisor_inspections,false
331,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=138,false,2026-01-05 01:33:04.159031+00,138,supervisor_inspections,false
332,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=138,false,2026-01-05 01:33:04.159031+00,138,supervisor_inspections,false
333,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=138,false,2026-01-05 01:33:04.159031+00,138,supervisor_inspections,false
335,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=139,false,2026-01-05 01:33:04.159031+00,139,supervisor_inspections,false
336,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=139,false,2026-01-05 01:33:04.159031+00,139,supervisor_inspections,false
337,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=139,false,2026-01-05 01:33:04.159031+00,139,supervisor_inspections,false
338,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=139,false,2026-01-05 01:33:04.159031+00,139,supervisor_inspections,false
339,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=139,false,2026-01-05 01:33:04.159031+00,139,supervisor_inspections,false
